Name,Description,Type,Photograph,With Stylized Photography,On Website,PD PO Link,Date Created,Design Approval Status,Design Approval Date,Date Sent to Photography,Anticipated Launch Date,PD Pricing Complete,Photo Notes,Notes for Copy,Preferred Vendor,Earliest PO/WO Date,Product Roadmap Planned Launch,eCommerce Notes,Launch Notes,Date Photo Completed,Inventory Available,How Produced,Center Stones Available
BE4D1313-18KW,FJ- Graduated E/W oval diamond necklace,Inventory Item,With Retoucher,No,Not on website,Purchase Order #767203,9/30/2021 14:40,Finished Item Approved,4/25/2022,4/29/2022,On Hold,Yes,,,Incon Gem Designs,6/23/2022,3/14/2022,,,,9,"ORDERED AND FULLY ASSEMBLED WITH INCON  (3) qty 5x3.5 mm oval diamonds (.990 ct wt) (4) qty 4x3 mm oval diamonds (.6 ct wt) (2) qty 3.60x2.70 mm oval diamonds (.2 ct wt) (2) qty 3x2.3 mm oval diamonds (.12 ct wt) (2) qty 2 mm RD diamonds (.068 ct wt) (4) qty 1.75 mm RD diamonds (.084 ct wt)  total ct wt 2.06  Graduated frontal necklace that is all one casting.  - Ovals are connected horizontally (E/W) without and interior connections.  - Settings are pronged open gallery basket settings.  - the center three stones are the same size, 5x3.5 mm ovals.  -The last stone on each end has three prongs instead of four and a ring connector to attach it to the chain.   -use three length adjustment rings at 14""-15"" and 16""",
BE4D1313-18KY,FJ- Graduated E/W oval diamond necklace,Inventory Item,With Retoucher,No,Not on website,Purchase Order #767203,9/30/2021 14:40,Finished Item Approved,4/25/2022,,On Hold,Yes,,,Incon Gem Designs,6/23/2022,3/14/2022,,,,9,ORDERED AND FULLY ASSEMBLED WITH INCON  (3) qty 5x3.5 mm oval diamonds (4) qty 4x3 mm oval diamonds (2) qty 3.60x2.70 mm oval diamonds (2) qty 3x2.3 mm oval diamonds (2) qty 2 mm RD diamonds (4) qty 1.75 mm RD diamonds,
BE4D1645-14KY,FJ- Nature inspired vertical vine with leaves and stone accents,Inventory Item,,No,Not on website,Purchase Order #889827,4/1/2022 14:01,Finished Item Approved,7/29/2022,,,No,,,Incon Gem Designs,,8/26/2022,,,,,"ORDERED AND FULLY ASSEMBLED WITH INCON  SET WITH (1) qty 2.5mm RD (1) qty 2mm RD (1) qty 1.5mm RD  -Nature inspired vertical vine with leaves and stone accents.  -stones are in prong set open baskets.  -prongs no smaller than .5mm  - Natural leaf shape with carved center vein.  - Side modulation of leaves is slightly curved and rounds up at the tip a little.  - The vein that runs in the center of the leaf is wider closer to the vine. it does not reach the end tip of the leaf. The vein is about 3/4 the length of the leaf.  - the vine modulates slightly and has flared, angled and round ends.  -The chain passes thru a hole no smaller than 1.7mm in back of the vine.  -similar leaves to stud earring PDPO#887146",
BE4D2HP-14KY,IT - 14KY diamond unity pendant ,Inventory Item,With Photo,Yes,Not on website,Purchase Order #628711,2/8/2021 13:39,Finished Item Approved,5/27/2021,4/27/2021,Runout,Yes,tentative stock 6/30 po 692849; Colby Photoshop;,,Dharm International LLC,7/2/2021,,,,,4,ORDERED AND FULLY ASSEMBLED WITH DHARM  SET WITH: (1) qty 2mm RD Diamond FGSI,
BE4DMJR1-14KW,14K White Gold Infinite Icon Lab Diamond Choker Necklace (10 ct. tw.),Inventory Item,With Photo,No,On website,Purchase Order #858429,2/14/2022 11:15,Finished Item Approved,3/10/2022,,SPECIAL ITEM,Yes,special item for marketing,,Guild and Facet,,,,,,1,"SPECIAL RUSH CUSTOM ORDER FOR MARKETING  ORDERED AND FULLY ASSEMBLED WITH GUILD AND FACET IN 14KW/LAB  Metal weight 124 g TCW 10.696 ct  SET WITH (50) qty 1.2 LAB mm RD (2860) qty 0.9 LAB mm RD  -Alternating lotus links set with lab diamonds scalloped pave' set -3 link high with an additional dangle lotus at the base -2 links in between (see sketch 1 for reference) -Half lotus accented tabs at closure -Lobster claw clasp with 2"" extension (14"" min length - 16"" max) -13"" with 0.5"" extension 50 mm width  *exact neck measurements Neck Circumference: High/Low 13 3/4 - 15 1/4  *This item has a 30-day lead-time on website, customers must contact BE if interested in purchasing 4 week lead time if OOS",
BE4GL056S-S,IT- Marchesa standard in Garnet,Inventory Item,With Retoucher,No,Not on website,Purchase Order #844196,1/25/2022 13:15,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,"Unique Designs, Inc",8/29/2022,5/9/2022,,,,1,"https://www.brilliantearth.com/Marquesa-Strand-Sapphire-Necklace-Silver-BE4SBL056S/ WITH * ( 7 qty) 1.2mm round natural Garnet  * ( 7 qty) 1.2mm round Garnet * chain necklace with seven diamond accented stations spaced across the front half * sterling silver * 18"" 1.5mm cable chain with a jump ring at 16"" mark * lobster clasp",
BE4LBT145-18KW,FJ- trillion and pear gem drop pendant in blues,Inventory Item,With Retoucher,No,Not on website,Purchase Order #859478,2/15/2022 12:46,Finished Item Approved,6/22/2022,6/23/2022,7/29/2022,Yes,,,Incon Gem Designs,8/22/2022,8/1/2022,,"ED: 7/15 imagery late, bumping to next week. ED 7/22: imagery delayed again due to merch GG pre-QA QA. Pushing to NW.",,2,"ordered and fully assembled with incon  set with (1) 5mm Trillion Aqua (1) 8x5mm pear London blue topaz  -drop pendant featuring a 5mm trillion set in an open basket with 3 claw prongs and an 8x5mm pear drop in an open 3 claw prong basket setting. - a ring connection joins the two gems. - rings on the trillions corners connect it to the chain. - the chain has to connection rings, on at 16"" and one at 18"" and the pendant is centered between them.  Matching earring PDPO #859574",
BE4LC313-18KW,FJ -Lotus solitaire pendant,Assembly/Bill of Materials,,No,Not on website,Purchase Order #829866,1/3/2022 11:25,Finished Item Approved,7/13/2022,,,No,,,Incon Gem Designs,,,,,,,LOTUS SHAPED LAB CREATED DIAMOND SENT FROM BE  ASSEMBLED WITH INCON  SET WITH (1) qty 0.3 ct 6.5 X 4.5 lab lotus cut diamond Lozenge F/G Lab Created Diamond FG/SI  -Custom cut lotus-shaped diamond -4 bead prong basket setting as low as possible -hidden slide-through opening to accommodate 1.3 mm cable chain,
BE4LCGS4123-14KY,FJ- mosaic flush pendant,Inventory Item,With Retoucher,No,Not on website,Purchase Order #859442,2/15/2022 11:57,Finished Item Approved,7/6/2022,7/19/2022,8/12/2022,No,,,SDC Designs,8/23/2022,8/1/2022,,,,1,ORDERED AND FULLY ASSEMBLED WITH SDC  SET WITH (qty1) 1.2mm RD diamond (qty1) 0.9mm RD diamond (qty1) 1mm RD London blue topaz (qty 1) 1mm RD blue sapphire (qty1) 1.5 mm Pink Sapphire (hot pink AAA) (qty1) 1.5 mm RD peridot (qty1) 2mm Pink Sapphire (ballerina slipper pink A) (qty1) 2mm RD aquamarine (qty 1) 2mm RD yellow sapphire (qty1) 2.5mm Lab created green sapphire  - Flush set gems and diamonds in a 10mm round pendant  - minimal jumpring and bail  -18 with 16 station - length of pendant without jumpring is bail is approx 10mm  - depth of pendant should be the minimum amount to flush set gems --- approx 2mm -MEANT TO MATCH MOSAIC RING,
BE4LEML056S-S,IT- Marchesa standard in LAB Emerald,Inventory Item,With Retoucher,No,Not on website,Purchase Order #844189,1/25/2022 13:08,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,"Unique Designs, Inc",6/6/2022,5/9/2022,,,,3,"fully ordered and assembled with unique  https://www.brilliantearth.com/Marquesa-Strand-Sapphire-Necklace-Silver-BE4SBL056S/ WITH LAB EMERALD INSTEAD  * chain necklace with seven diamond accented stations spaced across the front half * sterling silver * 18"" 1.5mm cable chain with a jump ring at 16"" mark * lobster clasp",
BE4OB158-S,IT - FJ - Olive Branch Pendant Choker Silver,Inventory Item,,No,Not on website,Purchase Order #873188,3/8/2022 12:12,Finished Item Approved,7/1/2022,,,No,,,Dharm International LLC,9/15/2022,,,,,,"Ordered and fully assembled by Dharm  Please use same pendant as BE4OB157 on shorter chain with 14"", 15"", 16"" stations  - curved olive branch with leaves and olives, roughly 25mm wide  - high polished pendant, with small indentations (veins) in the leaves, and the olives should be oblong spheres to look more realistic  - the stem of the vine curves into a circle to hold one tight fitting and polish jump ring / the other side should have a hidden jump ring on the back of the final leaf with the other tight fitting polished jump ring",
BE4P002-14KY,FJ - Marguerite Pendant,Inventory Item,With Retoucher,No,Not on website,Purchase Order #880202,3/18/2022 13:34,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,Incon Gem Designs,8/29/2022,8/12/2022,,,,1,"Ordered and Fully Assembles with INCON  Set with: (1) qty 1.5 mm RD diamonds (1) qty 5 mm Half drilled pearls  Pendant based on BE3P002 -Diamond accent set in 2 prong setting in a border pave' setting style as the bale. -half-drilled pearl set with a peg and a cup. -marquise-shaped frame measuring 1mm wide and 1.4mm side thickness frames the pearl. (these are CAD dimensions; finishes at .8mmx1.2mm)  -a ring connects the drop to the bale. -1.3mm chain with stations at 16"", 17"", 18"" with lobster claw. - please place stamps on the lob claw.",
BE4P631-14KW,FJ- cupped engravable petal pendant with pearl slide charm,Inventory Item,,No,Not on website,Purchase Order #827518,12/28/2021 11:01,Finished Item Approved,7/26/2022,,,No,,,Dharm International LLC,9/16/2022,6/20/2022,,,,1,"ORDERED AND FULLY ASSEMBLED WITH DHARM  SET WITH (1) 7x5mm baroque tear drop pearl  -Engravable 18mmx13mm petal shaped pendant. This is not a traditional symmetrical MQ shape.   - The engraving should be done in the center of the shape. -The front face is slightly cupped. - The bale with inside dimensions of 1.5x2mm is part of the charm and should be just large enough to allow the chain to move freely through it. - A free sliding 7x5mm baroque pearl (reference BE3P575) charm with a ringed cap is attached to the chain with a jump ring.  - the jump ring should have inside dimensions hat match the bale of 1.5x2mm. - 18 inch chain with 16"" station -lobster clasp",
BE4P631-14KY,FJ- cupped engravable petal pendant with pearl slide charm,Inventory Item,,No,Not on website,Purchase Order #827518,12/28/2021 11:01,Finished Item Approved,7/26/2022,,,No,,,Dharm International LLC,9/16/2022,6/20/2022,,,,1,"ORDERED AND FULLY ASSEMBLED WITH DHARM  SET WITH (1) 7x5mm baroque tear drop pearl  -Engravable 18mmx13mm petal shaped pendant. This is not a traditional symmetrical MQ shape.   - The engraving should be done in the center of the shape. -The front face is slightly cupped. - The bale with inside dimensions of 1.5x2mm is part of the charm and should be just large enough to allow the chain to move freely through it. - A free sliding 7x5mm baroque pearl (reference BE3P575) charm with a ringed cap is attached to the chain with a jump ring.  - the jump ring should have inside dimensions hat match the bale of 1.5x2mm. - 18 inch chain with 16"" station -lobster clasp",
BE4PRC20-14KY,14K Yellow Gold Fairmined Paper Clip Chain 20in,Inventory Item,With Retoucher,No,Not on website,Purchase Order #924162,5/19/2022 15:44,Finished Item Approved,7/19/2022,7/19/2022,8/12/2022,No,,,"Riva Jewelry Manufacturing, Inc.",9/13/2022,,,,,,Ordered and assembled with Riva 20in 2.6mm,
BE4SPCC16-14KW,CAT - 14K White Gold SM Paper Clip Chain 16in,Inventory Item,With Retoucher,No,Not on website,Purchase Order #924146,5/19/2022 14:39,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,SDC Designs,8/18/2022,,HC: photoshop,,,2,Ordered and assembled with SDC 16inch 2.5mm,
BE4SPCC16-14KY,CAT - 14K Yellow Gold SM Paper Clip Chain 16in,Inventory Item,With Retoucher,No,Not on website,Purchase Order #924146,5/19/2022 14:39,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,SDC Designs,8/18/2022,,,,,6,Ordered and assembled with SDC 16inch 2.5mm,
BE4SR5524-14KW,"CAT - 14KW 2.5 mm Rope 18"" Chain",Inventory Item,With Retoucher,No,Not on website,Purchase Order #935727,6/7/2022 9:04,Finished Item Approved,7/8/2022,7/19/2022,8/12/2022,No,,,Stuller,7/25/2022,,,,,8,Ordered and assembled with Stuller,
BE4SR5524-14KY,"CAT - 14KY 2.5 mm Rope 18"" Chain",Inventory Item,With Retoucher,No,Not on website,Purchase Order #935727,6/7/2022 9:04,Finished Item Approved,7/8/2022,7/19/2022,8/12/2022,No,Same as BE4SR5524-14KW but in YG,,Stuller,7/25/2022,,HC: photoshop,,,9,Ordered and assembled with Stuller,
BE4VLC18-14KW,CAT - 14K White Gold Curb Link Chain 3mm,Inventory Item,With Retoucher,No,Not on website,Purchase Order #924111,5/19/2022 14:18,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,SDC Designs,8/18/2022,,HC: photoshop,,,2,Ordered and assembled with SDC 18inch 3mm,
BE4VLC18-14KY,CAT - 14K Yellow Gold Curb Link Chain 3mm,Inventory Item,With Retoucher,No,Not on website,Purchase Order #924111,5/19/2022 14:18,Finished Item Approved,7/11/2022,7/19/2022,8/12/2022,No,,,SDC Designs,8/18/2022,,,,,2,Ordered and assembled with SDC 18inch 3mm,
BE51660-18KW,FJ - Plain Willow Bracelet,Inventory Item,,No,Not on website,Purchase Order #887081,3/29/2022 11:07,Finished Item Approved,7/29/2022,,,No,,,Incon Gem Designs,,10/1/2022,,,,,ordered and fully assembled with incon  -winding 3.7 mm wide shank  -Low dome comfort fit shape of the plain strands -Hinged articulation with box clasp in the style shown in sketch 1 -fold over safety,
BE55560-14KY,"FJ - Mens bracelet with short beveled links 7""",Inventory Item,With Retoucher,No,Not on website,Purchase Order #882804,3/22/2022 15:01,Finished Item Approved,7/11/2022,7/15/2022,8/5/2022,Yes,,,Incon Gem Designs,8/29/2022,9/16/2022,photoshop,,,2,"***7"" version of PO 797872***  ORDERED AND FULLY ASSEMBLED WITH INCON  - Bracelet with 7mm x 7mm x 3mm high beveled links. - The profile of the links is slight curved to match the curvature of the wrist. - The conector links are flattened ovals in profile with straight edge outer surfaces and rounded inside edge for greater flexibility. - The width of the beveled bars the make up the outer lengths of the links is 2.2mm, the bar of the conector is 1.1mm and the open width between the bars is 2.6mm (see sketch). - The connector link is 2.2mm wide and 4.5mm long and 3.5mm high. - Fold over clasp -7"" length",
BE55560-S,"FJ - Mens bracelet with short beveled links 7""",Inventory Item,With Retoucher,No,Not on website,Purchase Order #882804,3/22/2022 15:01,Finished Item Approved,7/11/2022,7/15/2022,8/5/2022,Yes,,,Incon Gem Designs,8/29/2022,9/16/2022,,,,1,"***7"" version of PO 797872***  ORDERED AND FULLY ASSEMBLED WITH INCON  - Bracelet with 7mm x 7mm x 3mm high beveled links. - The profile of the links is slight curved to match the curvature of the wrist. - The conector links are flattened ovals in profile with straight edge outer surfaces and rounded inside edge for greater flexibility. - The width of the beveled bars the make up the outer lengths of the links is 2.2mm, the bar of the conector is 1.1mm and the open width between the bars is 2.6mm (see sketch). - The connector link is 2.2mm wide and 4.5mm long and 3.5mm high. - Fold over clasp -7"" length",
BE5909-14KR,IT - FJ - PLain Cuff Bracelet,Inventory Item,,No,Not on website,Purchase Order #906868,4/25/2022 14:49,Finished Item Approved,5/23/2022,,,No,,,Incon Gem Designs,7/11/2022,,,,,2,"ordered and fully assembled with incon  Develop rose gold version of BE5909  - 3.18 mm wide cuff, 1.8 mm depth - hinged opening with box clasp closure and figure 8 safety - please match the opening proportions of the template given -cuff shape to be flat with soft edges -The cuff should be engravable",
BE5CLCA75-14KY,CAT - 14KY Circular Link Chain,Inventory Item,With Retoucher,No,Not on website,Purchase Order #921653,5/16/2022 15:20,Finished Item Approved,7/8/2022,7/15/2022,8/5/2022,Yes,,,SDC Designs,8/22/2022,,,,,4,Ordered and assembled with SDC,
BE5CLCA75-S,CAT - Silver Circular Link Chain,Inventory Item,With Retoucher,No,Not on website,Purchase Order #921653,5/16/2022 15:20,Finished Item Approved,7/8/2022,7/15/2022,8/5/2022,Yes,,,SDC Designs,8/22/2022,,,,,2,Ordered and assembled with SDC,
BE5D0100TBLAB-18KY,18K Yellow Gold Certified Lab Created Diamond Tennis Bracelet (10 ct. tw.) RUNOUT,Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB100LAB-18KY and switch to UD, photo shop same as BE5D0100TB-PT",,"Unique Designs, Inc",3/21/2022,,,Runout,3/1/2022,2,"Ordered and assembled with UD Set with: (38) qty 3.9mm RD F/SI2 dia, 10cttw  Certified lab created   Memo agreement qty:",
BE5D0100TBLAB-PT,Runout - CAT - Platinum Certified Lab Created Diamond Tennis Bracelet (10 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB100LAB-PT and switch to UD, photo shop same as BE5D0100TB-PT",,"Unique Designs, Inc",3/26/2022,,,Runout,3/1/2022,2,"Ordered and assembled with UD Set with: (38) qty 3.9mm RD F/SI2 dia, 10cttw  Certified lab created   Memo agreement qty:",
BE5D010TBLAB-18KW,Runout - CAT - 18K White Gold Certified Lab Created Diamond Tennis Bracelet (1 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761071,9/21/2021 15:53,,,,Runout,No,"Runout Go Green TB BE5DTB10LAB-18KW and switch to UD, photo shop same as BE5D010TB-PT",,"Unique Designs, Inc",3/31/2022,,,Runout,3/1/2022,7,"Ordered and assembled with UD Set with: (63) qty 1.6 mm RD F/SI2 dia, 1cttw  Certified lab created",
BE5D010TBLAB-18KY,Runout - CAT -18K Yellow Gold Certified Lab Created Diamond Tennis Bracelet (1 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,Yes,Runout Go Green TB assortment Same as BE5D010TB-PT but photoshop in 18K Yellow Gold,,"Unique Designs, Inc",2/11/2022,,,,,9,"Ordered and assembled with UD Set with: (63) qty 1.6 mm RD F/SI2 dia, 1cttw  18K Yellow Gold  Certified lab created",
BE5D010TBLAB-PT,Runout - CAT - Platinum Certified Lab Created Diamond Tennis Bracelet (1 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB10LAB-PT and switch to UD, photo shop same as BE5D010TB-PT",,"Unique Designs, Inc",3/21/2022,,,Runout,3/1/2022,3,"Ordered and assembled with UD Set with: (63) qty 1.6 mm RD F/SI2 dia, 1cttw  Certified lab created",
BE5D0120TBLAB-18KW,Runout - CAT - 18KW Certified Lab Created 12cttw 4 prong Tennis Bracelet Ordered on Memo,Inventory Item,With Retoucher,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,Runout Go Green TB BE5DTB12LAB-18KW and switch to UD.,,"Unique Designs, Inc",3/26/2022,,,,,1,Ordered and assembled with UD Set with: 35 qty 4.5mm RD Lab Dia1 12.25cttw.   12cttw Lab Created  Memo agreement qty:,
BE5D020TBLAB-PT,Runout - CAT - Platinum Certified Lab Created Diamond Tennis Bracelet (2 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB20LAB-PT and switch to UD, photo shop same as BE5D020TB-PT",,"Unique Designs, Inc",3/21/2022,,,Runout,3/1/2022,5,"Ordered and assembled with UD Set with: (43) qty 1.9 mm RD F/SI2 dia, (20) qty 2.0 mm RD F/SI2 dia, 2cttw  Certified lab created",
BE5D030TBLAB-18KW,Runout - CAT - 18K White Gold Certified Lab Created Diamond Tennis Bracelet (3 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,Yes,Runout Go Green TB  Same as BE5D030TB-PT but photoshop in 18K White Gold,,"Unique Designs, Inc",2/11/2022,,,,,4,"Ordered and assembled with UD Set with: (52) qty 2.4 mm RD F/SI2 dia, 3cttw Lab Created  Memo agreement qty:",
BE5D030TBLAB-18KY,Runout - CAT - 18K Yellow Gold Certified Lab Created Diamond Tennis Bracelet (3 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,Yes,Runout Go Green TB assortment.  Same as BE5D030TB-PT but photoshop in 18K Yellow Gold,,"Unique Designs, Inc",2/11/2022,,,,,7,"Ordered and assembled with UD Set with: (52) qty 2.4 mm RD F/SI2 dia, 3cttw Lab Created  Memo agreement qty:",
BE5D040TBLAB-18KY,Runout - CAT - 18KY Certified Lab Created 4cttw 4 prong Tennis Bracelet Ordered on Memo,Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB40LAB-18KY and switch to UD, photo shop same as BE5D040TBLAB-18KW but in YG",,"Unique Designs, Inc",3/24/2022,,,Runout,3/1/2022,3,"Ordered and assembled with UD Set with: (13) qty 2.8 mm RD F/SI2 dia, (40) qty 2.6 mm RD F/SI2 dia, 4cttw Lab Created  Memo agreement qty: 3",
BE5D070TBLAB-18KW,Runout - CAT - 18KW Certified Lab Created 7cttw 4 prong Tennis Bracelet Ordered on Memo,Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB70LAB-18KW and switch to UD, photo shop same as BE5D070TBLAB-PT but in WG",,"Unique Designs, Inc",3/26/2022,,,Runout,3/1/2022,4,"Ordered and assembled with UD Set with: (29) qty 3.5 mm RD F/SI2 dia, (11) qty 3.65 mm RD F/SI2 dia, 7cttw  Memo agreement qty: 3",
BE5D070TBLAB-18KY,Runout - CAT - 18KY Certified Lab Created 7cttw 4 prong Tennis Bracelet Ordered on Memo,Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB70LAB-18KY and switch to UD, photo shop same as BE5D070TBLAB-PT but in YG",,"Unique Designs, Inc",3/26/2022,,,Runout,3/1/2022,3,"Ordered and assembled with UD Set with: (29) qty 3.5 mm RD F/SI2 dia, (11) qty 3.65 mm RD F/SI2 dia, 7cttw  Memo agreement qty: 3",
BE5D070TBLAB-PT,Runout - CAT - Platinum Certified Lab Created 7cttw 4 prong Tennis Bracelet Ordered on Memo,Inventory Item,With Photo,No,Not on website,Purchase Order #761070,9/21/2021 15:52,On Hold,,,Runout,No,"Runout Go Green TB BE5DTB70LAB-PT and switch to UD, photo same as BE5D070TB-PT",,"Unique Designs, Inc",3/26/2022,,,Runout,3/1/2022,4,"Ordered and assembled with UD Set with: (29) qty 3.5 mm RD F/SI2 dia, (11) qty 3.65 mm RD F/SI2 dia, 7cttw  Memo agreement qty: 3",
BE5D100TB-PT,RUNOUT - CAT - Platinum Diamond Tennis Bracelet (10 ct. tw.) - ORDERED ON MEMO,Inventory Item,With Photo,No,Not on website,Purchase Order #513879,6/15/2020 15:03,Finished Item Approved,7/24/2020,,Runout,Yes,AL -  Photoshop same as BE5D100TB-18KW but in PLAT. This item will replace BE5D0100TB-PT,,Dharm International LLC,12/23/2021,,,Runout,3/2/2022,2,"Ordered and assembled with Dharm  Set with: (39) qty 4mm RD diamonds, F-G color, SI clarity = 10.00 ct tw  Length = 7 in. Foldover clasp  Memo Agreement qty : 1",
BE5D10TB-PT,CAT - RUNOUT - Platinum Diamond Tennis Bracelet (1 ct. tw.),Inventory Item,To Be Photographed,No,Not on website,Purchase Order #913400,5/4/2022 13:16,Finished Item Approved,5/4/2022,,Runout,No,Same as BE5D10TB-18KW but in PT. This item will replace BE5D010TB-PT,,Dharm International LLC,7/4/2022,,,,,4,"Ordered and fully assembled with Dharm  Set with: (67) qty 1.5mm RD diamonds, F SI2 clarity = 1.00 ct tw  Length = 7 in. Foldover clasp",
BE5D1323-18KW,FJ - Willow Bracelet,Inventory Item,,No,Not on website,Purchase Order #886846,3/29/2022 9:47,Finished Item Approved,7/29/2022,,,No,,,Incon Gem Designs,,10/1/2022,,,,,ordered and fully assembled with incon  set with (4) qty 5x3 mm MQ  -MQ gems to be 2 prong-set -winding 3.7 mm wide shank  -Low dome comfort fit shape of the plain strands -Hinged articulation with box clasp in the style shown in sketch 1 -fold over safety,
BE5D1660-18KW,FJ - Luxe Willow Bracelet,Inventory Item,,No,Not on website,Purchase Order #886837,3/29/2022 9:43,Finished Item Approved,7/29/2022,,,No,,,Incon Gem Designs,,10/1/2022,,,,,ORDERED AND FULLY ASSEMBLED WITH INCON  SET WITH (27) 2.8 mm RD (4) qty 5x3 mm RD  -MQ gems to be 2 prong-set -winding 3.7 mm wide shank with shared prong set accent covering 1/2 of the cuff -Low dome comfort fit shape of the plain strands -Hinged articulation with box clasp in the style shown in sketch 1 -fold over safety,
BE5D20TB-PT,RUNOUT - CAT - Platinum Diamond Tennis Bracelet (2 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #513879,6/15/2020 15:03,Finished Item Approved,7/24/2020,,Runout,Yes,AL -  Photoshop same as BE5D20TB-18KW but in PLAT. This item will replace BE5D020TB-PT,,Dharm International LLC,12/23/2021,,,Runout,3/2/2022,6,"Ordered and assembled with Dharm  Set with: (63) qty 2mm RD diamonds, F-G color, SI clarity = 2.00 ct tw  Length = 7 in. Foldover clasp",
BE5D30TB-PT,RUNOUT - CAT - Platinum Diamond Tennis Bracelet (3 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #513879,6/15/2020 15:03,Finished Item Approved,7/24/2020,,Runout,Yes,AL -  Photoshop same as BE5D30TB-18KW but in PLAT. This item will replace BE5D030TB-PT,,Dharm International LLC,12/23/2021,,,Runout,3/2/2022,2,"Ordered and assembled with Dharm  Set with: (57) qty 2.5mm RD diamonds, F-G color, SI clarity = 3.00 ct tw  Length = 7 in. Foldover clasp",
BE5D40TB-PT,RUNOUT - CAT - Platinum Diamond Tennis Bracelet (4 ct. tw.),Inventory Item,With Photo,No,Not on website,Purchase Order #513879,6/15/2020 15:03,Finished Item Approved,7/24/2020,,Runout,Yes,AL -  Photoshop same as BE5D40TB-18KW but in PLAT. This item will replace BE5D040TB-PT,,Dharm International LLC,12/23/2021,,,Runout,3/2/2022,2,"Ordered and assembled with Dharm  Set with: (53) qty 2.75mm RD diamonds, F-G color, SI clarity = 4.00 ct tw  Length = 7 in. Foldover clasp",
BE5D50TB-PT,RUNOUT - CAT - Platinum Diamond Tennis Bracelet (5 ct. tw.) - ORDERED ON MEMO,Inventory Item,With Photo,No,Not on website,Purchase Order #513879,6/15/2020 15:03,Finished Item Approved,7/24/2020,,Runout,Yes,AL - Photoshop same as BE5D50TB-18KW but in PLAT. This item will replace BE5D050TB-PT,,Dharm International LLC,12/23/2021,,,Runout,3/2/2022,2,"Ordered and assembled with Dharm  Set with: (49) qty 3mm RD diamonds, F-G color, SI clarity = 5.00 ct tw  Length = 7 in. Foldover clasp  Memo Agreement qty: 1",
BE5D70TB-PT,RUNOUT - CAT - Platinum Diamond Tennis Bracelet (7 ct. tw.) - ORDERED ON MEMO,Inventory Item,With Photo,No,Not on website,Purchase Order #513879,6/15/2020 15:03,Finished Item Approved,7/24/2020,,Runout,Yes,AL - Photoshop same as BE5D70TB-18KW but in PLAT. This item will replace BE5D070TB-PT,,Dharm International LLC,12/23/2021,,,Runout,3/2/2022,2,"Ordered and assembled with Dharm  Set with: (44) qty 3.5mm RD diamonds, F-G color, SI clarity = 7.00 ct tw  Length = 7 in. Foldover clasp  Memo Agreement qty: 1",
BE5D858-14KY,IT-Diamond Bar Bracelet,Inventory Item,With Photo,No,Not on website,Purchase Order #748737,9/1/2021 12:34,Finished Item Approved,9/24/2021,,Runout,Yes,TENTATIVE STOCK  10/29 PO 763157,,Incon Gem Designs,11/11/2021,,,,,2,"Order and assembled by Incon. Set with: (1 qty) 2.0mm RD diamond, F-G color, SI clarity eye clean 0.03ctw",
